2023-10-17 01:41:49,11,6,44
2023-10-17 01:41:54,11,6,2
2023-10-17 01:41:59,11,6,2
2023-10-17 01:42:04,11,6,2
2023-10-17 01:42:09,11,6,2
2023-10-17 01:42:14,11,6,2
2023-10-17 01:42:19,11,6,2
2023-10-17 01:42:24,11,6,2
2023-10-17 01:42:29,11,6,17
2023-10-17 01:42:34,11,6,2
2023-10-17 01:42:39,11,6,40
2023-10-17 01:42:44,11,6,56
2023-10-17 01:42:49,11,6,2
2023-10-17 01:42:55,11,6,55
2023-10-17 01:43:00,11,6,2
2023-10-17 01:43:05,11,6,39
2023-10-17 01:43:10,11,6,2
2023-10-17 01:43:15,11,6,38
2023-10-17 01:43:20,11,6,2
2023-10-17 01:43:25,11,6,41
2023-10-17 01:43:30,11,6,2
2023-10-17 01:43:35,11,6,32
2023-10-17 01:43:40,11,6,2
2023-10-17 01:43:45,11,6,40
2023-10-17 01:43:50,11,6,2
2023-10-17 01:43:55,11,6,65
2023-10-17 01:44:00,11,6,6
2023-10-17 01:44:06,11,6,2
2023-10-17 01:44:11,11,6,2
2023-10-17 01:44:16,11,6,2
2023-10-17 01:44:21,11,6,2
2023-10-17 01:44:26,11,6,2
2023-10-17 01:44:31,11,6,2
2023-10-17 01:44:36,11,6,2
2023-10-17 01:44:41,11,6,2
2023-10-17 01:44:46,11,6,2
2023-10-17 01:44:51,11,6,2
2023-10-17 01:44:56,11,6,2
2023-10-17 01:45:01,11,6,2
2023-10-17 01:45:06,11,6,2
2023-10-17 01:45:11,11,6,2
2023-10-17 01:45:16,11,6,2
2023-10-17 01:45:21,11,6,1
2023-10-17 01:45:26,11,6,1
2023-10-17 01:45:31,11,6,1
2023-10-17 01:45:36,11,6,1
2023-10-17 01:45:41,11,6,1
2023-10-17 01:45:46,11,6,1
2023-10-17 01:45:51,11,6,1
