1701147187, 1, 31
1701147189, 1, 31
1701147191, 1, 31
1701147193, 1, 31
1701147195, 1, 31
1701147197, 4, 31
1701147199, 4, 31
1701147201, 4, 31
1701147203, 3, 31
1701147205, 3, 31
1701147207, 0, 31
1701147209, 1, 31
1701147211, 1, 31
1701147213, 2, 31
1701147215, 1, 31
1701147217, 2, 31
1701147219, 10, 31
1701147221, 10, 31
1701147223, 6, 31
1701147225, 6, 31
1701147227, 5, 31
1701147230, 0, 31
1701147232, 0, 31
1701147234, 6, 31
1701147236, 5, 31
1701147238, 4, 31
1701147240, 6, 31
1701147242, 5, 31
1701147244, 0, 31
1701147246, 11, 31
1701147248, 10, 31
1701147250, 7, 31
1701147252, 6, 31
1701147254, 6, 31
1701147256, 2, 31
1701147258, 11, 31
1701147260, 10, 31
1701147262, 8, 31
1701147264, 9, 31
1701147266, 8, 31
1701147268, 7, 31
1701147270, 7, 31
1701147272, 9, 31
1701147274, 8, 31
1701147276, 9, 31
1701147278, 9, 31
1701147280, 10, 31
1701147282, 9, 31
1701147284, 8, 31
1701147286, 10, 31
1701147288, 11, 31
1701147290, 10, 31
1701147292, 8, 31
1701147294, 9, 31
1701147296, 8, 31
1701147298, 10, 31
1701147300, 9, 31
1701147302, 8, 31
1701147303, 7, 31
1701147305, 6, 34
1701147307, 5, 38
1701147309, 4, 44
1701147311, 3, 51
1701147313, 2, 61
1701147315, 1, 73
1701147317, 0, 88
1701147319, 1, 106
1701147321, 0, 127
1701147323, 0, 152
1701147325, 0, 182
1701147327, 0, 218
1701147329, 0, 262
1701147331, 0, 315
1701147333, 0, 378
1701147335, 0, 454
1701147337, 0, 545
1701147339, 0, 652
1701147341, 0, 779
1701147343, 0, 929
1701147345, 0, 1106
1701147347, 0, 1315
1701147349, 0, 1563
1701147351, 0, 1865
1701147353, 0, 2229
1701147355, 0, 2673
1701147357, 0, 3210
1701147359, 0, 3852
1701147361, 0, 4617
1701147363, 0, 5531
1701147365, 0, 6622
1701147367, 0, 7922
1701147369, 0, 9476
1701147371, 0, 11334
1701147373, 0, 13556
1701147375, 0, 16235
1701147377, 0, 19423
1701147379, 0, 23188
1701147381, 0, 27694
1701147383, 0, 33079
1701147385, 0, 39558
1701147387, 0, 47310
1701147389, 0, 56618
1701147391, 0, 67841
1701147393, 0, 81373
