2023-10-17 01:41:31,11,6,2
2023-10-17 01:41:41,11,6,10
2023-10-17 01:41:51,11,6,2
2023-10-17 01:42:01,11,6,2
2023-10-17 01:42:11,11,6,37
2023-10-17 01:42:21,11,6,2
2023-10-17 01:42:31,11,6,2
2023-10-17 01:42:41,11,6,2
2023-10-17 01:42:51,11,6,2
2023-10-17 01:43:01,11,6,2
2023-10-17 01:43:11,11,6,2
2023-10-17 01:43:21,11,6,2
2023-10-17 01:43:31,11,6,2
2023-10-17 01:43:41,11,6,2
2023-10-17 01:43:51,11,6,2
2023-10-17 01:44:01,11,6,2
2023-10-17 01:44:11,11,6,2
2023-10-17 01:44:22,11,6,2
2023-10-17 01:44:32,11,6,2
2023-10-17 01:44:42,11,6,2
2023-10-17 01:44:52,11,6,2
2023-10-17 01:45:02,11,6,2
2023-10-17 01:45:12,11,6,2
2023-10-17 01:45:22,11,6,1
2023-10-17 01:45:32,11,6,1
2023-10-17 01:45:42,11,6,1
2023-10-17 01:45:52,11,6,1
