2023-10-17 01:41:15,11,6,28
2023-10-17 01:41:25,11,6,2
2023-10-17 01:41:35,11,6,21
2023-10-17 01:41:45,11,6,2
2023-10-17 01:41:55,11,6,2
2023-10-17 01:42:05,11,6,2
2023-10-17 01:42:15,11,6,2
2023-10-17 01:42:25,11,6,52
2023-10-17 01:42:35,11,6,50
2023-10-17 01:42:46,11,6,7
2023-10-17 01:42:56,11,6,2
2023-10-17 01:43:06,11,6,2
2023-10-17 01:43:16,11,6,2
2023-10-17 01:43:26,11,6,2
2023-10-17 01:43:36,11,6,2
2023-10-17 01:43:46,11,6,2
2023-10-17 01:43:56,11,6,46
2023-10-17 01:44:06,11,6,2
2023-10-17 01:44:16,11,6,2
2023-10-17 01:44:26,11,6,2
2023-10-17 01:44:36,11,6,2
2023-10-17 01:44:46,11,6,2
2023-10-17 01:44:56,11,6,2
2023-10-17 01:45:06,11,6,2
2023-10-17 01:45:16,11,6,2
2023-10-17 01:45:26,11,6,1
2023-10-17 01:45:36,11,6,1
2023-10-17 01:45:46,11,6,1
