1701154231, 2, 1
1701154233, 2, 1
1701154235, 2, 1
1701154237, 1, 1
1701154239, 4, 1
1701154241, 4, 1
1701154243, 1, 1
1701154245, 3, 1
1701154247, 5, 1
1701154249, 5, 1
1701154251, 2, 1
1701154253, 1, 1
1701154255, 4, 1
1701154257, 5, 1
1701154259, 4, 1
1701154261, 2, 1
1701154263, 2, 1
1701154265, 1, 1
1701154267, 1, 1
1701154269, 1, 1
1701154271, 1, 1
1701154273, 1, 1
1701154275, 1, 1
1701154277, 1, 1
1701154279, 1, 1
1701154281, 2, 1
1701154283, 5, 1
1701154285, 6, 1
1701154288, 4, 1
1701154290, 2, 1
1701154292, 1, 1
1701154294, 1, 1
1701154296, 1, 1
1701154298, 1, 1
1701154300, 1, 1
1701154302, 1, 1
1701154304, 1, 1
1701154306, 1, 1
1701154308, 1, 1
1701154310, 1, 1
