2023-10-17 01:42:36,11,6,2
2023-10-17 01:42:46,11,6,2
2023-10-17 01:42:56,11,6,2
2023-10-17 01:43:06,11,6,2
2023-10-17 01:43:16,11,6,2
2023-10-17 01:43:26,11,6,2
2023-10-17 01:43:36,11,6,2
2023-10-17 01:43:46,11,6,2
2023-10-17 01:43:56,11,6,2
2023-10-17 01:44:06,11,6,2
2023-10-17 01:44:16,11,6,2
2023-10-17 01:44:26,11,6,2
2023-10-17 01:44:37,11,6,2
2023-10-17 01:44:47,11,6,2
2023-10-17 01:44:57,11,6,3
2023-10-17 01:45:07,11,6,2
2023-10-17 01:45:17,11,6,2
2023-10-17 01:45:27,11,6,1
2023-10-17 01:45:37,11,6,1
2023-10-17 01:45:47,11,6,1
