1701147773, 2, 101
1701147775, 5, 101
1701147777, 1, 101
1701147779, 2, 101
1701147781, 1, 101
1701147783, 1, 101
1701147785, 5, 101
1701147787, 1, 101
1701147789, 1, 101
1701147791, 6, 101
1701147793, 1, 101
1701147795, 4, 101
1701147797, 5, 101
1701147799, 1, 101
1701147802, 1, 101
1701147804, 2, 101
1701147806, 4, 101
1701147808, 13, 101
1701147810, 1, 101
1701147812, 1, 101
1701147814, 10, 101
1701147816, 6, 101
1701147818, 1, 101
1701147820, 16, 101
1701147822, 1, 101
1701147824, 1, 101
1701147826, 17, 101
1701147828, 1, 101
1701147830, 1, 101
1701147832, 15, 101
1701147834, 1, 101
1701147836, 24, 101
1701147839, 1, 101
1701147841, 1, 101
1701147843, 24, 101
1701147845, 5, 101
1701147847, 2, 101
1701147849, 1, 101
1701147851, 1, 101
1701147853, 1, 101
1701147855, 26, 101
1701147857, 3, 101
1701147859, 1, 101
1701147861, 26, 101
1701147863, 1, 101
1701147865, 1, 101
1701147867, 2, 101
1701147869, 34, 101
1701147872, 1, 101
1701147874, 1, 101
1701147876, 31, 101
1701147878, 1, 101
1701147880, 1, 101
1701147882, 11, 101
1701147884, 1, 101
1701147886, 1, 101
1701147888, 1, 101
1701147891, 3, 101
1701147893, 37, 101
1701147895, 1, 101
1701147897, 1, 101
1701147899, 32, 101
1701147901, 2, 101
1701147903, 1, 101
1701147905, 22, 101
1701147907, 29, 101
1701147909, 1, 101
1701147911, 3, 101
1701147913, 42, 101
1701147915, 1, 101
1701147918, 1, 101
1701147920, 1, 101
1701147922, 20, 101
1701147924, 1, 101
1701147926, 3, 101
1701147928, 47, 101
1701147930, 1, 101
1701147932, 1, 101
1701147934, 51, 101
1701147936, 2, 101
1701147938, 1, 101
1701147940, 24, 101
1701147943, 25, 101
1701147945, 1, 101
1701147947, 3, 101
1701147949, 49, 101
1701147951, 1, 101
1701147953, 1, 101
1701147955, 1, 101
1701147957, 24, 101
1701147960, 1, 101
1701147962, 2, 101
1701147964, 60, 101
1701147966, 1, 101
1701147968, 3, 101
1701147970, 59, 101
1701147972, 2, 101
1701147974, 1, 101
1701147976, 21, 101
1701147978, 44, 101
1701147980, 1, 101
1701147983, 3, 101
1701147985, 62, 101
1701147987, 1, 101
1701147989, 2, 101
1701147991, 3, 101
1701147993, 1, 101
1701147995, 11, 101
1701147997, 63, 101
1701147999, 1, 101
1701148001, 2, 101
1701148003, 66, 101
1701148005, 1, 101
1701148007, 1, 101
1701148009, 2, 101
1701148011, 1, 101
1701148013, 51, 101
1701148016, 1, 101
1701148018, 1, 101
1701148020, 76, 101
1701148022, 1, 101
1701148024, 3, 101
1701148026, 77, 101
1701148028, 1, 101
1701148030, 2, 101
1701148032, 70, 101
1701148034, 2, 101
1701148036, 2, 101
1701148038, 74, 101
1701148040, 1, 101
1701148043, 2, 101
1701148045, 78, 101
1701148047, 1, 101
1701148049, 1, 101
1701148051, 1, 101
1701148053, 79, 101
1701148055, 1, 101
1701148057, 1, 101
1701148059, 83, 101
1701148061, 1, 101
1701148063, 2, 101
1701148065, 56, 101
1701148067, 1, 101
1701148069, 1, 101
1701148072, 78, 101
1701148074, 1, 101
1701148076, 2, 101
1701148078, 87, 101
1701148080, 9, 101
1701148082, 1, 101
1701148084, 20, 101
1701148087, 1, 101
1701148089, 1, 101
1701148091, 61, 101
1701148093, 1, 101
1701148095, 1, 101
1701148098, 42, 101
1701148100, 54, 101
1701148102, 1, 101
1701148104, 2, 101
1701148106, 1, 101
1701148108, 1, 101
1701148110, 1, 101
1701148112, 1, 101
1701148114, 1, 101
1701148116, 1, 101
1701148118, 1, 101
1701148121, 1, 101
1701148123, 1, 101
1701148125, 1, 101
1701148127, 1, 101
1701148129, 1, 101
1701148131, 1, 101
1701148133, 1, 101
1701148135, 1, 101
1701148137, 1, 101
1701148139, 1, 101
1701148141, 1, 101
1701148143, 1, 101
1701148145, 1, 101
1701148147, 1, 101
1701148149, 1, 101
1701148151, 1, 101
1701148153, 1, 101
1701148155, 1, 101
1701148158, 1, 101
1701148160, 1, 101
1701148162, 1, 101
1701148164, 1, 101
1701148166, 1, 101
1701148168, 1, 101
1701148170, 1, 101
1701148172, 1, 101
1701148174, 1, 101
1701148176, 1, 101
1701148178, 1, 101
1701148180, 1, 101
1701148182, 1, 101
1701148184, 1, 101
1701148186, 1, 101
1701148188, 1, 101
1701148190, 1, 101
1701148192, 1, 101
1701148195, 3, 101
1701148197, 1, 101
1701148199, 1, 101
1701148201, 1, 101
1701148203, 1, 101
1701148205, 1, 101
1701148207, 1, 101
1701148209, 1, 101
1701148211, 1, 101
1701148213, 1, 101
1701148215, 1, 101
1701148217, 1, 101
1701148219, 1, 101
1701148221, 6, 101
1701148223, 1, 101
1701148225, 1, 101
1701148227, 1, 101
1701148229, 1, 101
1701148231, 1, 101
1701148234, 1, 101
1701148236, 1, 101
1701148238, 1, 101
1701148240, 1, 101
1701148242, 1, 101
1701148244, 1, 101
1701148246, 1, 101
1701148248, 1, 101
1701148250, 1, 101
1701148252, 1, 101
1701148254, 1, 101
1701148256, 1, 101
1701148258, 1, 101
1701148260, 1, 101
1701148262, 1, 101
1701148264, 1, 101
1701148266, 1, 101
1701148268, 1, 101
1701148271, 1, 101
1701148273, 1, 101
1701148275, 1, 101
1701148277, 1, 101
1701148279, 1, 101
1701148281, 1, 101
1701148283, 1, 101
1701148285, 1, 101
1701148287, 1, 101
1701148289, 1, 101
1701148291, 1, 101
1701148293, 1, 101
1701148295, 1, 101
1701148297, 1, 101
1701148299, 1, 101
1701148301, 1, 101
1701148303, 1, 101
1701148305, 1, 101
1701148308, 1, 101
1701148310, 1, 101
1701148312, 1, 101
1701148314, 1, 101
1701148316, 1, 101
1701148318, 1, 101
1701148320, 1, 101
1701148322, 1, 101
1701148324, 1, 101
1701148326, 1, 101
1701148328, 1, 101
1701148330, 1, 101
1701148332, 1, 101
1701148334, 1, 101
1701148336, 1, 101
1701148338, 1, 101
1701148340, 1, 101
1701148342, 1, 101
1701148345, 1, 101
1701148347, 1, 101
1701148349, 1, 101
1701148351, 1, 101
1701148353, 1, 101
1701148355, 1, 101
1701148357, 1, 101
1701148359, 1, 101
1701148361, 1, 101
1701148363, 3, 101
1701148365, 1, 101
1701148367, 2, 101
1701148369, 4, 101
1701148371, 3, 101
1701148373, 1, 101
1701148375, 1, 101
1701148377, 1, 101
1701148379, 1, 101
1701148381, 3, 101
1701148384, 1, 101
1701148386, 1, 101
1701148388, 1, 101
1701148390, 1, 101
1701148392, 2, 101
1701148394, 1, 101
1701148396, 1, 101
1701148398, 1, 101
1701148400, 1, 101
1701148402, 2, 101
1701148404, 1, 101
1701148406, 1, 101
1701148408, 1, 101
1701148410, 1, 101
